,state,county,candidate,party,total_votes,won,county_st,just_co
4228,Kentucky,Garrard County,Brock Pierce,IND,8,False,"Garrard County, Kentucky",Garrard 
4229,Kentucky,Garrard County, Write-ins,WRI,3,False,"Garrard County, Kentucky",Garrard 
4230,Kentucky,Grant County,Donald Trump,REP,8725,True,"Grant County, Kentucky",Grant 
4231,Kentucky,Grant County,Joe Biden,DEM,2205,False,"Grant County, Kentucky",Grant 
4232,Kentucky,Grant County,Jo Jorgensen,LIB,139,False,"Grant County, Kentucky",Grant 
4233,Kentucky,Grant County,Kanye West,IND,20,False,"Grant County, Kentucky",Grant 
4234,Kentucky,Grant County,Brock Pierce,IND,17,False,"Grant County, Kentucky",Grant 
4235,Kentucky,Grant County, Write-ins,WRI,2,False,"Grant County, Kentucky",Grant 
4236,Kentucky,Graves County,Donald Trump,REP,13206,True,"Graves County, Kentucky",Graves 
4237,Kentucky,Graves County,Joe Biden,DEM,3560,False,"Graves County, Kentucky",Graves 
4238,Kentucky,Graves County,Jo Jorgensen,LIB,187,False,"Graves County, Kentucky",Graves 
4239,Kentucky,Graves County,Kanye West,IND,36,False,"Graves County, Kentucky",Graves 
4240,Kentucky,Graves County,Brock Pierce,IND,30,False,"Graves County, Kentucky",Graves 
4241,Kentucky,Graves County, Write-ins,WRI,0,False,"Graves County, Kentucky",Graves 
4242,Kentucky,Grayson County,Donald Trump,REP,9453,True,"Grayson County, Kentucky",Grayson 
4243,Kentucky,Grayson County,Joe Biden,DEM,2400,False,"Grayson County, Kentucky",Grayson 
4244,Kentucky,Grayson County,Jo Jorgensen,LIB,85,False,"Grayson County, Kentucky",Grayson 
4245,Kentucky,Grayson County,Kanye West,IND,33,False,"Grayson County, Kentucky",Grayson 
4246,Kentucky,Grayson County,Brock Pierce,IND,12,False,"Grayson County, Kentucky",Grayson 
4247,Kentucky,Grayson County, Write-ins,WRI,2,False,"Grayson County, Kentucky",Grayson 
4248,Kentucky,Green County,Donald Trump,REP,4838,True,"Green County, Kentucky",Green 
4249,Kentucky,Green County,Joe Biden,DEM,920,False,"Green County, Kentucky",Green 
4250,Kentucky,Green County,Jo Jorgensen,LIB,29,False,"Green County, Kentucky",Green 
4251,Kentucky,Green County,Kanye West,IND,18,False,"Green County, Kentucky",Green 
4252,Kentucky,Green County,Brock Pierce,IND,7,False,"Green County, Kentucky",Green 
4253,Kentucky,Green County, Write-ins,WRI,0,False,"Green County, Kentucky",Green 
4254,Kentucky,Greenup County,Donald Trump,REP,13064,True,"Greenup County, Kentucky",Greenup 
4255,Kentucky,Greenup County,Joe Biden,DEM,4873,False,"Greenup County, Kentucky",Greenup 
4256,Kentucky,Greenup County,Jo Jorgensen,LIB,178,False,"Greenup County, Kentucky",Greenup 
4257,Kentucky,Greenup County,Brock Pierce,IND,33,False,"Greenup County, Kentucky",Greenup 
4258,Kentucky,Greenup County,Kanye West,IND,28,False,"Greenup County, Kentucky",Greenup 
4259,Kentucky,Greenup County, Write-ins,WRI,0,False,"Greenup County, Kentucky",Greenup 
4260,Kentucky,Hancock County,Donald Trump,REP,3145,True,"Hancock County, Kentucky",Hancock 
4261,Kentucky,Hancock County,Joe Biden,DEM,1351,False,"Hancock County, Kentucky",Hancock 
4262,Kentucky,Hancock County,Jo Jorgensen,LIB,67,False,"Hancock County, Kentucky",Hancock 
4263,Kentucky,Hancock County,Kanye West,IND,14,False,"Hancock County, Kentucky",Hancock 
4264,Kentucky,Hancock County,Brock Pierce,IND,10,False,"Hancock County, Kentucky",Hancock 
4265,Kentucky,Hancock County, Write-ins,WRI,0,False,"Hancock County, Kentucky",Hancock 
4266,Kentucky,Hardin County,Donald Trump,REP,29832,True,"Hardin County, Kentucky",Hardin 
4267,Kentucky,Hardin County,Joe Biden,DEM,18101,False,"Hardin County, Kentucky",Hardin 
4268,Kentucky,Hardin County,Jo Jorgensen,LIB,753,False,"Hardin County, Kentucky",Hardin 
4269,Kentucky,Hardin County,Kanye West,IND,151,False,"Hardin County, Kentucky",Hardin 
4270,Kentucky,Hardin County,Brock Pierce,IND,104,False,"Hardin County, Kentucky",Hardin 
4271,Kentucky,Hardin County, Write-ins,WRI,0,False,"Hardin County, Kentucky",Hardin 
4272,Kentucky,Harlan County,Donald Trump,REP,9367,True,"Harlan County, Kentucky",Harlan 
4273,Kentucky,Harlan County,Joe Biden,DEM,1494,False,"Harlan County, Kentucky",Harlan 
4274,Kentucky,Harlan County,Jo Jorgensen,LIB,81,False,"Harlan County, Kentucky",Harlan 
4275,Kentucky,Harlan County,Kanye West,IND,16,False,"Harlan County, Kentucky",Harlan 
4276,Kentucky,Harlan County,Brock Pierce,IND,13,False,"Harlan County, Kentucky",Harlan 
4277,Kentucky,Harlan County, Write-ins,WRI,0,False,"Harlan County, Kentucky",Harlan 
4278,Kentucky,Harrison County,Donald Trump,REP,6334,True,"Harrison County, Kentucky",Harrison 
4279,Kentucky,Harrison County,Joe Biden,DEM,2400,False,"Harrison County, Kentucky",Harrison 
4280,Kentucky,Harrison County,Jo Jorgensen,LIB,85,False,"Harrison County, Kentucky",Harrison 
4281,Kentucky,Harrison County,Brock Pierce,IND,20,False,"Harrison County, Kentucky",Harrison 
4282,Kentucky,Harrison County,Kanye West,IND,14,False,"Harrison County, Kentucky",Harrison 
4283,Kentucky,Harrison County, Write-ins,WRI,6,False,"Harrison County, Kentucky",Harrison 
4284,Kentucky,Hart County,Donald Trump,REP,6345,True,"Hart County, Kentucky",Hart 
4285,Kentucky,Hart County,Joe Biden,DEM,1908,False,"Hart County, Kentucky",Hart 
4286,Kentucky,Hart County,Jo Jorgensen,LIB,76,False,"Hart County, Kentucky",Hart 
4287,Kentucky,Hart County,Kanye West,IND,22,False,"Hart County, Kentucky",Hart 
4288,Kentucky,Hart County,Brock Pierce,IND,18,False,"Hart County, Kentucky",Hart 
4289,Kentucky,Hart County, Write-ins,WRI,1,False,"Hart County, Kentucky",Hart 
4290,Kentucky,Henderson County,Donald Trump,REP,12730,True,"Henderson County, Kentucky",Henderson 
4291,Kentucky,Henderson County,Joe Biden,DEM,7639,False,"Henderson County, Kentucky",Henderson 
4292,Kentucky,Henderson County,Jo Jorgensen,LIB,244,False,"Henderson County, Kentucky",Henderson 
4293,Kentucky,Henderson County,Kanye West,IND,50,False,"Henderson County, Kentucky",Henderson 
4294,Kentucky,Henderson County,Brock Pierce,IND,25,False,"Henderson County, Kentucky",Henderson 
4295,Kentucky,Henderson County, Write-ins,WRI,9,False,"Henderson County, Kentucky",Henderson 
4296,Kentucky,Henry County,Donald Trump,REP,5843,True,"Henry County, Kentucky",Henry 
4297,Kentucky,Henry County,Joe Biden,DEM,2142,False,"Henry County, Kentucky",Henry 
4298,Kentucky,Henry County,Jo Jorgensen,LIB,86,False,"Henry County, Kentucky",Henry 
4299,Kentucky,Henry County,Kanye West,IND,19,False,"Henry County, Kentucky",Henry 
4300,Kentucky,Henry County,Brock Pierce,IND,17,False,"Henry County, Kentucky",Henry 
4301,Kentucky,Henry County, Write-ins,WRI,3,False,"Henry County, Kentucky",Henry 
4302,Kentucky,Hickman County,Donald Trump,REP,1714,True,"Hickman County, Kentucky",Hickman 
4303,Kentucky,Hickman County,Joe Biden,DEM,458,False,"Hickman County, Kentucky",Hickman 
4304,Kentucky,Hickman County,Jo Jorgensen,LIB,21,False,"Hickman County, Kentucky",Hickman 
4305,Kentucky,Hickman County,Brock Pierce,IND,4,False,"Hickman County, Kentucky",Hickman 
4306,Kentucky,Hickman County,Kanye West,IND,2,False,"Hickman County, Kentucky",Hickman 
4307,Kentucky,Hickman County, Write-ins,WRI,0,False,"Hickman County, Kentucky",Hickman 
4308,Kentucky,Hopkins County,Donald Trump,REP,15757,True,"Hopkins County, Kentucky",Hopkins 
4309,Kentucky,Hopkins County,Joe Biden,DEM,5439,False,"Hopkins County, Kentucky",Hopkins 
4310,Kentucky,Hopkins County,Jo Jorgensen,LIB,226,False,"Hopkins County, Kentucky",Hopkins 
4311,Kentucky,Hopkins County,Kanye West,IND,63,False,"Hopkins County, Kentucky",Hopkins 
4312,Kentucky,Hopkins County,Brock Pierce,IND,24,False,"Hopkins County, Kentucky",Hopkins 
4313,Kentucky,Hopkins County, Write-ins,WRI,3,False,"Hopkins County, Kentucky",Hopkins 
4314,Kentucky,Jackson County,Donald Trump,REP,5453,True,"Jackson County, Kentucky",Jackson 
4315,Kentucky,Jackson County,Joe Biden,DEM,605,False,"Jackson County, Kentucky",Jackson 
4316,Kentucky,Jackson County,Jo Jorgensen,LIB,33,False,"Jackson County, Kentucky",Jackson 
4317,Kentucky,Jackson County,Kanye West,IND,15,False,"Jackson County, Kentucky",Jackson 
4318,Kentucky,Jackson County,Brock Pierce,IND,7,False,"Jackson County, Kentucky",Jackson 
4319,Kentucky,Jackson County, Write-ins,WRI,0,False,"Jackson County, Kentucky",Jackson 
4320,Kentucky,Jefferson County,Joe Biden,DEM,228358,True,"Jefferson County, Kentucky",Jefferson 
4321,Kentucky,Jefferson County,Donald Trump,REP,150646,False,"Jefferson County, Kentucky",Jefferson 
4322,Kentucky,Jefferson County,Jo Jorgensen,LIB,4782,False,"Jefferson County, Kentucky",Jefferson 
4323,Kentucky,Jefferson County,Kanye West,IND,1660,False,"Jefferson County, Kentucky",Jefferson 
4324,Kentucky,Jefferson County,Brock Pierce,IND,749,False,"Jefferson County, Kentucky",Jefferson 
4325,Kentucky,Jefferson County, Write-ins,WRI,434,False,"Jefferson County, Kentucky",Jefferson 
4326,Kentucky,Jessamine County,Donald Trump,REP,17096,True,"Jessamine County, Kentucky",Jessamine 
4327,Kentucky,Jessamine County,Joe Biden,DEM,8567,False,"Jessamine County, Kentucky",Jessamine 
4328,Kentucky,Jessamine County,Jo Jorgensen,LIB,447,False,"Jessamine County, Kentucky",Jessamine 
4329,Kentucky,Jessamine County,Kanye West,IND,92,False,"Jessamine County, Kentucky",Jessamine 
4330,Kentucky,Jessamine County,Brock Pierce,IND,49,False,"Jessamine County, Kentucky",Jessamine 
4331,Kentucky,Jessamine County, Write-ins,WRI,29,False,"Jessamine County, Kentucky",Jessamine 
4332,Kentucky,Johnson County,Donald Trump,REP,8450,True,"Johnson County, Kentucky",Johnson 
4333,Kentucky,Johnson County,Joe Biden,DEM,1608,False,"Johnson County, Kentucky",Johnson 
4334,Kentucky,Johnson County,Jo Jorgensen,LIB,77,False,"Johnson County, Kentucky",Johnson 
4335,Kentucky,Johnson County,Kanye West,IND,31,False,"Johnson County, Kentucky",Johnson 
4336,Kentucky,Johnson County,Brock Pierce,IND,26,False,"Johnson County, Kentucky",Johnson 
4337,Kentucky,Johnson County, Write-ins,WRI,0,False,"Johnson County, Kentucky",Johnson 
4338,Kentucky,Kenton County,Donald Trump,REP,48129,True,"Kenton County, Kentucky",Kenton 
4339,Kentucky,Kenton County,Joe Biden,DEM,32271,False,"Kenton County, Kentucky",Kenton 
4340,Kentucky,Kenton County,Jo Jorgensen,LIB,1360,False,"Kenton County, Kentucky",Kenton 
4341,Kentucky,Kenton County,Kanye West,IND,225,False,"Kenton County, Kentucky",Kenton 
4342,Kentucky,Kenton County,Brock Pierce,IND,135,False,"Kenton County, Kentucky",Kenton 
4343,Kentucky,Kenton County, Write-ins,WRI,78,False,"Kenton County, Kentucky",Kenton 
4344,Kentucky,Knott County,Donald Trump,REP,4780,True,"Knott County, Kentucky",Knott 
4345,Kentucky,Knott County,Joe Biden,DEM,1412,False,"Knott County, Kentucky",Knott 
4346,Kentucky,Knott County,Jo Jorgensen,LIB,28,False,"Knott County, Kentucky",Knott 
4347,Kentucky,Knott County,Brock Pierce,IND,17,False,"Knott County, Kentucky",Knott 
4348,Kentucky,Knott County,Kanye West,IND,15,False,"Knott County, Kentucky",Knott 
4349,Kentucky,Knott County, Write-ins,WRI,0,False,"Knott County, Kentucky",Knott 
4350,Kentucky,Knox County,Donald Trump,REP,11012,True,"Knox County, Kentucky",Knox 
4351,Kentucky,Knox County,Joe Biden,DEM,2114,False,"Knox County, Kentucky",Knox 
4352,Kentucky,Knox County,Jo Jorgensen,LIB,109,False,"Knox County, Kentucky",Knox 
4353,Kentucky,Knox County,Kanye West,IND,32,False,"Knox County, Kentucky",Knox 
4354,Kentucky,Knox County,Brock Pierce,IND,6,False,"Knox County, Kentucky",Knox 
4355,Kentucky,Knox County, Write-ins,WRI,0,False,"Knox County, Kentucky",Knox 
4356,Kentucky,Larue County,Donald Trump,REP,5685,True,"Larue County, Kentucky",Larue 
4357,Kentucky,Larue County,Joe Biden,DEM,1504,False,"Larue County, Kentucky",Larue 
4358,Kentucky,Larue County,Jo Jorgensen,LIB,86,False,"Larue County, Kentucky",Larue 
4359,Kentucky,Larue County,Kanye West,IND,19,False,"Larue County, Kentucky",Larue 
4360,Kentucky,Larue County,Brock Pierce,IND,7,False,"Larue County, Kentucky",Larue 
4361,Kentucky,Larue County, Write-ins,WRI,0,False,"Larue County, Kentucky",Larue 
4362,Kentucky,Laurel County,Donald Trump,REP,23237,True,"Laurel County, Kentucky",Laurel 
4363,Kentucky,Laurel County,Joe Biden,DEM,4475,False,"Laurel County, Kentucky",Laurel 
4364,Kentucky,Laurel County,Jo Jorgensen,LIB,282,False,"Laurel County, Kentucky",Laurel 
4365,Kentucky,Laurel County,Kanye West,IND,55,False,"Laurel County, Kentucky",Laurel 
4366,Kentucky,Laurel County,Brock Pierce,IND,52,False,"Laurel County, Kentucky",Laurel 
4367,Kentucky,Laurel County, Write-ins,WRI,10,False,"Laurel County, Kentucky",Laurel 
4368,Kentucky,Lawrence County,Donald Trump,REP,5633,True,"Lawrence County, Kentucky",Lawrence 
4369,Kentucky,Lawrence County,Joe Biden,DEM,1238,False,"Lawrence County, Kentucky",Lawrence 
4370,Kentucky,Lawrence County,Jo Jorgensen,LIB,50,False,"Lawrence County, Kentucky",Lawrence 
4371,Kentucky,Lawrence County,Kanye West,IND,20,False,"Lawrence County, Kentucky",Lawrence 
4372,Kentucky,Lawrence County,Brock Pierce,IND,14,False,"Lawrence County, Kentucky",Lawrence 
4373,Kentucky,Lawrence County, Write-ins,WRI,0,False,"Lawrence County, Kentucky",Lawrence 
4374,Kentucky,Lee County,Donald Trump,REP,2273,True,"Lee County, Kentucky",Lee 
4375,Kentucky,Lee County,Joe Biden,DEM,481,False,"Lee County, Kentucky",Lee 
4376,Kentucky,Lee County,Jo Jorgensen,LIB,28,False,"Lee County, Kentucky",Lee 
4377,Kentucky,Lee County,Brock Pierce,IND,12,False,"Lee County, Kentucky",Lee 
4378,Kentucky,Lee County,Kanye West,IND,7,False,"Lee County, Kentucky",Lee 
4379,Kentucky,Lee County, Write-ins,WRI,0,False,"Lee County, Kentucky",Lee 
4380,Kentucky,Leslie County,Donald Trump,REP,4321,True,"Leslie County, Kentucky",Leslie 
4381,Kentucky,Leslie County,Joe Biden,DEM,446,False,"Leslie County, Kentucky",Leslie 
4382,Kentucky,Leslie County,Jo Jorgensen,LIB,23,False,"Leslie County, Kentucky",Leslie 
4383,Kentucky,Leslie County,Kanye West,IND,12,False,"Leslie County, Kentucky",Leslie 
4384,Kentucky,Leslie County,Brock Pierce,IND,9,False,"Leslie County, Kentucky",Leslie 
4385,Kentucky,Leslie County, Write-ins,WRI,2,False,"Leslie County, Kentucky",Leslie 
4386,Kentucky,Letcher County,Donald Trump,REP,7226,True,"Letcher County, Kentucky",Letcher 
4387,Kentucky,Letcher County,Joe Biden,DEM,1799,False,"Letcher County, Kentucky",Letcher 
4388,Kentucky,Letcher County,Jo Jorgensen,LIB,69,False,"Letcher County, Kentucky",Letcher 
4389,Kentucky,Letcher County,Kanye West,IND,28,False,"Letcher County, Kentucky",Letcher 
4390,Kentucky,Letcher County,Brock Pierce,IND,13,False,"Letcher County, Kentucky",Letcher 
4391,Kentucky,Letcher County, Write-ins,WRI,0,False,"Letcher County, Kentucky",Letcher 
4392,Kentucky,Lewis County,Donald Trump,REP,4986,True,"Lewis County, Kentucky",Lewis 
4393,Kentucky,Lewis County,Joe Biden,DEM,823,False,"Lewis County, Kentucky",Lewis 
4394,Kentucky,Lewis County,Jo Jorgensen,LIB,61,False,"Lewis County, Kentucky",Lewis 
4395,Kentucky,Lewis County,Brock Pierce,IND,7,False,"Lewis County, Kentucky",Lewis 
4396,Kentucky,Lewis County,Kanye West,IND,6,False,"Lewis County, Kentucky",Lewis 
4397,Kentucky,Lewis County, Write-ins,WRI,0,False,"Lewis County, Kentucky",Lewis 
4398,Kentucky,Lincoln County,Donald Trump,REP,8489,True,"Lincoln County, Kentucky",Lincoln 
4399,Kentucky,Lincoln County,Joe Biden,DEM,2254,False,"Lincoln County, Kentucky",Lincoln 
4400,Kentucky,Lincoln County,Jo Jorgensen,LIB,129,False,"Lincoln County, Kentucky",Lincoln 
4401,Kentucky,Lincoln County,Kanye West,IND,23,False,"Lincoln County, Kentucky",Lincoln 
4402,Kentucky,Lincoln County,Brock Pierce,IND,18,False,"Lincoln County, Kentucky",Lincoln 
4403,Kentucky,Lincoln County, Write-ins,WRI,1,False,"Lincoln County, Kentucky",Lincoln 
4404,Kentucky,Livingston County,Donald Trump,REP,4010,True,"Livingston County, Kentucky",Livingston 
4405,Kentucky,Livingston County,Joe Biden,DEM,939,False,"Livingston County, Kentucky",Livingston 
4406,Kentucky,Livingston County,Jo Jorgensen,LIB,44,False,"Livingston County, Kentucky",Livingston 
4407,Kentucky,Livingston County,Kanye West,IND,6,False,"Livingston County, Kentucky",Livingston 
4408,Kentucky,Livingston County,Brock Pierce,IND,4,False,"Livingston County, Kentucky",Livingston 
4409,Kentucky,Livingston County, Write-ins,WRI,1,False,"Livingston County, Kentucky",Livingston 
4410,Kentucky,Logan County,Donald Trump,REP,9067,True,"Logan County, Kentucky",Logan 
4411,Kentucky,Logan County,Joe Biden,DEM,3094,False,"Logan County, Kentucky",Logan 
4412,Kentucky,Logan County,Jo Jorgensen,LIB,145,False,"Logan County, Kentucky",Logan 
4413,Kentucky,Logan County,Kanye West,IND,22,False,"Logan County, Kentucky",Logan 
4414,Kentucky,Logan County,Brock Pierce,IND,18,False,"Logan County, Kentucky",Logan 
4415,Kentucky,Logan County, Write-ins,WRI,4,False,"Logan County, Kentucky",Logan 
4416,Kentucky,Lyon County,Donald Trump,REP,3100,True,"Lyon County, Kentucky",Lyon 
4417,Kentucky,Lyon County,Joe Biden,DEM,1092,False,"Lyon County, Kentucky",Lyon 
4418,Kentucky,Lyon County,Jo Jorgensen,LIB,25,False,"Lyon County, Kentucky",Lyon 
4419,Kentucky,Lyon County,Kanye West,IND,7,False,"Lyon County, Kentucky",Lyon 
4420,Kentucky,Lyon County,Brock Pierce,IND,4,False,"Lyon County, Kentucky",Lyon 
4421,Kentucky,Lyon County, Write-ins,WRI,0,False,"Lyon County, Kentucky",Lyon 
4422,Kentucky,McCracken County,Donald Trump,REP,21820,True,"McCracken County, Kentucky",McCracken 
4423,Kentucky,McCracken County,Joe Biden,DEM,11195,False,"McCracken County, Kentucky",McCracken 
4424,Kentucky,McCracken County,Jo Jorgensen,LIB,376,False,"McCracken County, Kentucky",McCracken 
4425,Kentucky,McCracken County,Kanye West,IND,92,False,"McCracken County, Kentucky",McCracken 
4426,Kentucky,McCracken County,Brock Pierce,IND,43,False,"McCracken County, Kentucky",McCracken 
4427,Kentucky,McCracken County, Write-ins,WRI,23,False,"McCracken County, Kentucky",McCracken 
4428,Kentucky,McCreary County,Donald Trump,REP,5664,True,"McCreary County, Kentucky",McCreary 
4429,Kentucky,McCreary County,Joe Biden,DEM,725,False,"McCreary County, Kentucky",McCreary 
4430,Kentucky,McCreary County,Jo Jorgensen,LIB,34,False,"McCreary County, Kentucky",McCreary 
4431,Kentucky,McCreary County,Kanye West,IND,8,False,"McCreary County, Kentucky",McCreary 
4432,Kentucky,McCreary County,Brock Pierce,IND,4,False,"McCreary County, Kentucky",McCreary 
4433,Kentucky,McCreary County, Write-ins,WRI,3,False,"McCreary County, Kentucky",McCreary 
4434,Kentucky,McLean County,Donald Trump,REP,3633,True,"McLean County, Kentucky",McLean 
4435,Kentucky,McLean County,Joe Biden,DEM,1074,False,"McLean County, Kentucky",McLean 
4436,Kentucky,McLean County,Jo Jorgensen,LIB,56,False,"McLean County, Kentucky",McLean 
4437,Kentucky,McLean County,Kanye West,IND,11,False,"McLean County, Kentucky",McLean 
4438,Kentucky,McLean County,Brock Pierce,IND,8,False,"McLean County, Kentucky",McLean 
4439,Kentucky,McLean County, Write-ins,WRI,0,False,"McLean County, Kentucky",McLean 
4440,Kentucky,Madison County,Donald Trump,REP,27356,True,"Madison County, Kentucky",Madison 
4441,Kentucky,Madison County,Joe Biden,DEM,15581,False,"Madison County, Kentucky",Madison 
4442,Kentucky,Madison County,Jo Jorgensen,LIB,730,False,"Madison County, Kentucky",Madison 
4443,Kentucky,Madison County,Kanye West,IND,140,False,"Madison County, Kentucky",Madison 
4444,Kentucky,Madison County,Brock Pierce,IND,104,False,"Madison County, Kentucky",Madison 
4445,Kentucky,Madison County, Write-ins,WRI,46,False,"Madison County, Kentucky",Madison 
4446,Kentucky,Magoffin County,Donald Trump,REP,4174,True,"Magoffin County, Kentucky",Magoffin 
4447,Kentucky,Magoffin County,Joe Biden,DEM,1214,False,"Magoffin County, Kentucky",Magoffin 
4448,Kentucky,Magoffin County,Jo Jorgensen,LIB,40,False,"Magoffin County, Kentucky",Magoffin 
